,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
476,1.72012,-0.94779,0.58331,-1.772,-0.40581,0.19268,-0.84637,CurrentUse
479,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,CurrentUse
481,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,CurrentUse
487,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,CurrentUse
492,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,CurrentUse
506,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,CurrentUse
523,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,CurrentUse
525,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,CurrentUse
532,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,CurrentUse
534,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,CurrentUse
535,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,CurrentUse
538,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,CurrentUse
541,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,CurrentUse
542,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,CurrentUse
559,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,CurrentUse
563,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,CurrentUse
571,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,CurrentUse
586,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,CurrentUse
592,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,CurrentUse
610,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,CurrentUse
613,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,CurrentUse
636,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,CurrentUse
648,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,CurrentUse
650,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,CurrentUse
651,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,CurrentUse
667,-1.69163,2.127,0.14143,0.28783,-0.40581,0.19268,-0.21575,CurrentUse
668,-0.58016,0.96248,0.44585,-0.30172,-0.14277,0.19268,0.7654,CurrentUse
693,-0.92104,-0.57545,-0.45174,-0.60633,-0.27607,0.19268,-0.21575,CurrentUse
709,0.91093,0.16767,0.58331,-0.60633,-1.25773,0.19268,1.2247,CurrentUse
722,-0.92104,1.45421,0.29338,0.94156,0.58489,0.19268,-0.52593,CurrentUse
723,1.13281,-0.57545,0.7233,0.76096,-0.40581,0.19268,-0.21575,CurrentUse
726,0.31287,0.63779,-0.58331,0.13136,-0.14277,0.19268,-0.21575,CurrentUse
727,-1.43907,0.16767,0.7233,-0.30172,-1.5184,0.19268,0.07987,CurrentUse
730,-0.79151,1.2861,-0.31776,-0.15487,-0.52745,0.19268,0.40148,CurrentUse
738,-0.05188,-1.37639,0.44585,-0.45321,-0.52745,0.19268,0.7654,CurrentUse
751,0.41667,1.11406,-0.58331,1.2861,0.41594,0.19268,0.40148,CurrentUse
752,-0.92104,0.47617,1.43533,1.11406,-0.52745,0.19268,0.07987,CurrentUse
758,0.04257,-0.94779,-0.84732,-0.45321,-0.65253,0.19268,1.2247,CurrentUse
763,0.62967,0.16767,2.15324,0.76096,-0.00665,0.19268,1.2247,CurrentUse
770,1.23461,-1.37639,-0.45174,-0.60633,-1.78169,0.19268,0.40148,CurrentUse
773,-1.69163,0.47617,0.88309,-0.30172,-1.78169,0.19268,0.40148,CurrentUse
775,0.52135,0.63779,0.7233,-0.60633,-0.52745,0.19268,0.07987,CurrentUse
777,-2.21844,1.11406,-0.31776,0.59042,-0.40581,0.19268,-0.52593,CurrentUse
779,1.02119,-0.94779,-0.84732,-1.34289,-0.78155,0.19268,0.7654,CurrentUse
792,-0.05188,-0.57545,1.24033,1.2861,-0.52745,0.19268,0.7654,CurrentUse
817,1.60383,-0.80615,-0.01928,-0.30172,-1.13788,0.19268,0.40148,CurrentUse
826,-0.92104,0.47617,-0.01928,-0.76096,-0.40581,0.19268,0.40148,CurrentUse
829,0.31287,-0.43999,-0.71727,0.94156,-0.14277,0.19268,-0.21575,CurrentUse
835,-1.69163,0.16767,-0.01928,-0.30172,-1.5184,0.19268,0.07987,CurrentUse
843,0.31287,0.80523,1.06238,1.11406,-0.52745,0.19268,0.40148,CurrentUse
848,-1.69163,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,CurrentUse
849,0.41667,-0.94779,0.44585,-0.30172,0.41594,0.19268,0.40148,CurrentUse
852,0.04257,0.00332,1.43533,0.13136,-0.27607,0.19268,0.07987,CurrentUse
857,1.37297,-0.80615,-0.45174,-1.92595,-1.64101,0.19268,-0.52593,CurrentUse
865,0.41667,-1.09207,0.58331,0.59042,-0.78155,0.19268,-0.21575,CurrentUse
879,0.62967,-0.15487,0.88309,-0.45321,-1.38502,0.19268,1.92173,CurrentUse
882,0.04257,1.2861,0.7233,0.28783,-0.65253,0.19268,0.7654,CurrentUse
884,1.02119,-2.72827,0.14143,-0.01729,-0.14277,0.19268,0.07987,CurrentUse
886,-0.46725,2.57309,0.7233,1.45039,0.12331,0.19268,1.2247,CurrentUse
887,-1.05308,1.45421,1.65653,1.81866,-0.78155,0.19268,-0.52593,CurrentUse
913,-1.1943,2.32338,1.24033,0.94156,0.93949,0.19268,0.7654,CurrentUse
916,0.41667,-0.15487,-0.17779,-0.15487,-0.52745,0.19268,0.7654,CurrentUse
927,-0.58016,1.45421,1.65653,1.61108,0.58489,0.19268,1.2247,CurrentUse
939,0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,CurrentUse
961,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,CurrentUse
963,-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,CurrentUse
964,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,CurrentUse
1005,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,CurrentUse
1009,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,CurrentUse
1010,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,CurrentUse
1011,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,CurrentUse
1014,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,CurrentUse
1031,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,CurrentUse
1049,-1.55078,-0.15487,0.7233,-1.92595,0.25953,0.19268,1.2247,CurrentUse
1053,-0.79151,1.2861,1.65653,-0.60633,0.58489,0.19268,0.40148,CurrentUse
1055,0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148,CurrentUse
1073,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.7654,CurrentUse
1087,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593,CurrentUse
1088,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637,CurrentUse
1091,-0.46725,0.63779,-1.11902,1.11406,0.12331,0.19268,-0.52593,CurrentUse
1100,-0.58016,0.47617,-0.17779,0.28783,-1.78169,0.19268,0.7654,CurrentUse
1103,-1.05308,0.32197,1.88511,-0.91699,-1.78169,0.19268,0.7654,CurrentUse
1106,1.98437,-0.30033,0.44585,-1.21213,-1.0145,0.19268,0.7654,CurrentUse
1108,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,CurrentUse
1119,-1.05308,1.2861,0.44585,0.43852,0.7583,0.19268,-0.21575,CurrentUse
1149,1.23461,-0.43999,0.58331,1.11406,0.41594,0.19268,0.40148,CurrentUse
1153,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,CurrentUse
1158,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,CurrentUse
1162,-0.34799,0.32197,-0.01928,0.13136,0.41594,0.19268,0.07987,CurrentUse
1180,1.72012,-0.43999,-0.58331,-0.45321,-1.0145,0.19268,0.40148,CurrentUse
1186,1.23461,-0.30033,0.88309,0.43852,-0.00665,0.19268,0.07987,CurrentUse
1192,-2.75696,1.11406,1.06238,1.61108,-0.52745,0.19268,0.40148,CurrentUse
1212,-0.24649,0.16767,0.58331,-0.45321,-0.00665,0.19268,0.7654,CurrentUse
1216,0.41667,0.63779,-0.31776,-0.91699,-0.00665,0.19268,0.7654,CurrentUse
1217,0.31287,1.2861,-0.17779,-0.76096,-1.0145,0.19268,-0.52593,CurrentUse
1224,0.62967,1.45421,0.58331,0.13136,0.93949,0.19268,1.92173,CurrentUse
1228,0.13606,0.16767,1.06238,-0.45321,-0.14277,0.19268,0.07987,CurrentUse
1230,1.60383,-0.43999,0.44585,0.59042,0.41594,0.19268,0.07987,CurrentUse
1231,0.73545,-0.43999,0.58331,0.59042,-0.14277,0.19268,0.40148,CurrentUse
1235,0.04257,0.80523,0.88309,-0.45321,1.30612,0.19268,-0.52593,CurrentUse
1258,-0.67825,0.32197,-0.31776,0.28783,-0.78155,0.19268,0.40148,CurrentUse
1263,-0.79151,0.00332,-1.11902,-0.30172,0.25953,0.19268,-0.21575,CurrentUse
1266,0.41667,0.00332,-1.11902,-1.6209,-0.00665,0.19268,0.40148,CurrentUse
1270,1.72012,-0.94779,-1.82919,0.76096,-1.0145,0.19268,-2.07848,CurrentUse
1288,1.13281,-1.6334,-0.01928,-1.07533,-1.0145,0.19268,0.7654,CurrentUse
1295,-0.34799,0.00332,0.58331,-0.15487,-0.52745,0.19268,1.2247,CurrentUse
1303,2.61139,-2.32338,1.06238,-0.01729,-2.42317,0.19268,-0.84637,CurrentUse
1304,-0.34799,0.63779,1.88511,-0.60633,0.25953,0.19268,0.7654,CurrentUse
1320,0.22393,0.32197,2.44904,0.43852,-1.64101,0.19268,-0.21575,CurrentUse
1322,0.41667,-0.57545,1.06238,0.43852,-1.0145,0.19268,-0.52593,CurrentUse
1325,-1.32828,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,CurrentUse
1334,0.04257,1.58487,-0.71727,0.76096,1.30612,0.19268,-0.52593,CurrentUse
1335,0.13606,0.00332,-0.45174,-0.76096,0.7583,0.19268,-0.21575,CurrentUse
1344,0.82562,-0.15487,0.44585,-0.15487,0.12331,0.19268,-0.21575,CurrentUse
1384,-0.05188,-0.94779,1.06238,-0.60633,-0.27607,0.19268,0.07987,CurrentUse
1405,-0.79151,0.80523,1.24033,1.2861,0.41594,0.19268,1.2247,CurrentUse
1417,-0.34799,0.80523,1.43533,0.59042,-0.00665,0.19268,1.2247,CurrentUse
1421,-0.79151,1.74091,1.65653,0.43852,-0.27607,0.19268,0.40148,CurrentUse
1423,-0.24649,0.63779,1.24033,0.76096,0.58489,0.19268,1.2247,CurrentUse
1444,-0.67825,0.96248,0.29338,1.11406,2.04506,0.19268,-0.84637,CurrentUse
1458,-2.05048,1.58487,0.14143,0.13136,0.7583,0.19268,-0.84637,CurrentUse
1495,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,CurrentUse
1496,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,CurrentUse
1500,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,CurrentUse
1501,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,CurrentUse
1506,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,CurrentUse
1516,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,CurrentUse
1518,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,CurrentUse
1539,-1.55078,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,CurrentUse
1542,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,CurrentUse
1548,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,CurrentUse
1553,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,CurrentUse
1555,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,CurrentUse
1556,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,CurrentUse
1566,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,CurrentUse
1571,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,CurrentUse
1575,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,CurrentUse
1582,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,CurrentUse
1584,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,CurrentUse
1598,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,CurrentUse
1613,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,CurrentUse
1618,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,CurrentUse
1619,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,CurrentUse
1620,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,CurrentUse
1628,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,CurrentUse
1637,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,CurrentUse
1639,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,CurrentUse
1645,0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,CurrentUse
1650,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,CurrentUse
1661,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,CurrentUse
1663,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,CurrentUse
1675,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,CurrentUse
1706,-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575,CurrentUse
1730,0.41667,-0.80615,-0.84732,-1.21213,1.30612,0.19268,-1.18084,CurrentUse
1732,-1.05308,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987,CurrentUse
1745,0.13606,0.80523,0.44585,1.45039,-0.14277,0.19268,-0.21575,CurrentUse
1758,-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575,CurrentUse
1778,1.37297,-0.69509,-2.09015,-1.34289,-1.0145,0.19268,0.40148,CurrentUse
1782,1.02119,-1.09207,-0.45174,-0.15487,-1.25773,0.19268,0.40148,CurrentUse
1790,0.62967,-1.50796,1.88511,-0.60633,3.00537,0.19268,1.2247,CurrentUse
1793,0.04257,0.63779,1.06238,-0.45321,0.7583,0.19268,1.2247,CurrentUse
1829,0.22393,0.00332,0.44585,-0.91699,-1.92173,0.19268,1.2247,CurrentUse
1842,-0.58016,0.47617,2.15324,1.2861,0.41594,0.19268,0.7654,CurrentUse
1850,0.41667,0.96248,-0.17779,-0.45321,0.7583,0.19268,-0.21575,CurrentUse
1,0.31287,-0.57545,-0.58331,-0.91699,-0.00665,-0.21712,-1.18084,CurrentUse
5,0.73545,-1.6334,-0.45174,-0.30172,1.30612,-0.21712,-0.21575,CurrentUse
25,-0.14882,0.63779,1.24033,0.76096,1.46191,-0.21712,-0.52593,CurrentUse
26,-0.79151,-0.43999,-1.27553,0.94156,-0.00665,-0.21712,0.40148,CurrentUse
42,0.82562,0.00332,1.06238,1.81866,-0.40581,-0.21712,-0.21575,CurrentUse
43,-0.14882,-0.94779,-1.27553,-0.01729,-0.65253,-0.21712,-0.52593,CurrentUse
44,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21712,-0.21575,CurrentUse
45,-1.05308,1.45421,0.44585,1.2861,0.93949,-0.21712,0.07987,CurrentUse
54,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,CurrentUse
80,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21712,-0.21575,CurrentUse
81,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,CurrentUse
83,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,CurrentUse
87,0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,CurrentUse
119,1.8399,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,CurrentUse
120,-0.34799,0.63779,-0.97631,0.28783,1.46191,-0.21712,-0.84637,CurrentUse
123,0.22393,0.16767,-0.17779,-0.30172,-0.89891,-0.21712,-0.52593,CurrentUse
127,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,CurrentUse
140,-0.05188,0.32197,-0.58331,0.94156,-0.27607,-0.21712,-0.21575,CurrentUse
150,-0.79151,1.93886,-0.71727,2.03972,1.63088,-0.21712,-1.18084,CurrentUse
154,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,CurrentUse
155,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,CurrentUse
158,-1.05308,1.11406,-1.82919,-0.45321,0.7583,-0.21712,0.7654,CurrentUse
160,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,CurrentUse
161,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,CurrentUse
164,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,CurrentUse
205,-0.14882,0.96248,1.24033,-0.01729,0.25953,-0.21712,0.40148,CurrentUse
208,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21712,0.40148,CurrentUse
213,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,CurrentUse
219,0.31287,1.11406,-0.84732,-1.07533,0.7583,-0.21712,-0.52593,CurrentUse
225,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,CurrentUse
227,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,CurrentUse
232,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,CurrentUse
239,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,CurrentUse
247,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,CurrentUse
248,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,CurrentUse
260,-1.05308,-0.30033,0.29338,0.43852,0.7583,-0.21712,-0.52593,CurrentUse
267,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,CurrentUse
268,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,CurrentUse
269,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,CurrentUse
275,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,CurrentUse
277,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,CurrentUse
289,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,CurrentUse
298,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,CurrentUse
302,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,CurrentUse
303,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,CurrentUse
321,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,CurrentUse
334,-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,CurrentUse
336,0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,CurrentUse
338,-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,CurrentUse
348,-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,CurrentUse
349,0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,CurrentUse
351,0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,CurrentUse
364,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,CurrentUse
368,-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,CurrentUse
372,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,CurrentUse
373,-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,CurrentUse
379,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,CurrentUse
396,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,CurrentUse
407,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,CurrentUse
413,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,CurrentUse
415,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,CurrentUse
418,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,CurrentUse
422,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,CurrentUse
423,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,CurrentUse
425,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,CurrentUse
429,0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,CurrentUse
433,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,CurrentUse
439,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,CurrentUse
442,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,CurrentUse
444,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,CurrentUse
448,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987,CurrentUse
457,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,CurrentUse
462,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,CurrentUse
466,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,CurrentUse
471,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,CurrentUse
478,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,CurrentUse
488,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,CurrentUse
498,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,CurrentUse
511,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,CurrentUse
514,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,CurrentUse
516,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,CurrentUse
529,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,CurrentUse
530,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,CurrentUse
531,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,CurrentUse
543,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,CurrentUse
549,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,CurrentUse
551,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,CurrentUse
561,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,CurrentUse
562,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,CurrentUse
567,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,CurrentUse
575,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,CurrentUse
579,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,CurrentUse
583,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,CurrentUse
587,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,CurrentUse
590,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,CurrentUse
594,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,CurrentUse
597,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,CurrentUse
606,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,CurrentUse
626,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,CurrentUse
629,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,CurrentUse
634,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,CurrentUse
640,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,CurrentUse
641,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,CurrentUse
643,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,CurrentUse
645,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,CurrentUse
662,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,CurrentUse
666,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,CurrentUse
676,0.52135,-0.30033,0.44585,-0.60633,-0.65253,-0.21712,-0.21575,CurrentUse
695,-0.79151,0.32197,0.44585,-1.47955,1.46191,-0.21712,0.07987,CurrentUse
697,-0.05188,-0.94779,0.88309,-0.01729,-0.65253,-0.21712,-0.52593,CurrentUse
698,-0.14882,-1.09207,-0.71727,0.28783,-1.0145,-0.21712,0.40148,CurrentUse
711,0.52135,0.32197,0.7233,0.13136,1.13407,-0.21712,-0.52593,CurrentUse
714,0.62967,0.47617,1.06238,1.81866,0.25953,-0.21712,0.40148,CurrentUse
724,0.31287,0.63779,0.7233,1.61108,0.25953,-0.21712,1.92173,CurrentUse
729,0.73545,0.00332,-0.97631,-0.01729,-0.00665,-0.21712,-1.18084,CurrentUse
732,0.62967,0.16767,0.29338,-0.30172,-0.27607,-0.21712,-0.52593,CurrentUse
747,-1.69163,0.96248,-0.97631,1.61108,2.04506,-0.21712,-0.52593,CurrentUse
748,-0.14882,0.00332,-0.01928,1.11406,-0.14277,-0.21712,0.40148,CurrentUse
749,-2.3436,1.45421,-1.82919,1.11406,1.30612,-0.21712,-0.84637,CurrentUse
754,0.62967,0.32197,-0.58331,0.13136,0.7583,-0.21712,-0.21575,CurrentUse
760,-1.32828,0.80523,1.43533,1.11406,0.12331,-0.21712,0.40148,CurrentUse
782,-0.24649,0.47617,0.88309,-0.01729,1.13407,-0.21712,1.2247,CurrentUse
783,1.37297,-0.80615,0.88309,-0.01729,0.25953,-0.21712,0.7654,CurrentUse
796,0.13606,1.11406,0.7233,-0.30172,0.7583,-0.21712,1.2247,CurrentUse
798,-1.1943,0.16767,-0.01928,0.43852,2.04506,-0.21712,-0.21575,CurrentUse
802,0.52135,-1.09207,-0.45174,0.94156,-0.00665,-0.21712,0.07987,CurrentUse
808,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,-0.21712,-0.84637,CurrentUse
820,-0.05188,1.11406,0.7233,-0.45321,0.41594,-0.21712,1.2247,CurrentUse
